,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
358,looks like she was rescued from a house fire.  Hopefully she is ok,the family has been rescued and the fire department did a good job.,['thankfulness'],looks like she was rescued from a house fire.  Hopefully she is ok Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] the family has been rescued and the fire department did a good job.
359,helping a lady down a ladder to escape a fire,"saving a life, brave, daring and encouraging",['thankfulness'],helping a lady down a ladder to escape a fire Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] saving a life, brave, daring and encouraging"
360,Firefighters are saving the woman that needs treatment bad,They must have got here on time.,['thankfulness'],Firefighters are saving the woman that needs treatment bad Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They must have got here on time.
361,Oh no. Shes hurt. And probably terrified. it will take a long time for her to recover.,"Looks bad, but the lady's life was saved.",['thankfulness'],Oh no. Shes hurt. And probably terrified. it will take a long time for her to recover. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Looks bad, but the lady's life was saved."
362,I hope the lady survived. Being in a situation like that is fearful,A life is being saved and the firefighters are incredible for saving this woman's life!,['thankfulness'],I hope the lady survived. Being in a situation like that is fearful Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] A life is being saved and the firefighters are incredible for saving this woman's life!
363,i hope she survives. heroes at work,"The image makes me feel horrified, but hopefully everyone was safe and got",['thankfulness'],i hope she survives. heroes at work Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] The image makes me feel horrified, but hopefully everyone was safe and got"
364,I hope she survives,The woman was unconscious but survived her injuries thank,['thankfulness'],I hope she survives Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The woman was unconscious but survived her injuries thank
365,Tragic. Hoping the person pulled out of the fire is alive. Heroic firefighters.,The are just practicing and that is a dummy not a real,['thankfulness'],Tragic. Hoping the person pulled out of the fire is alive. Heroic firefighters. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The are just practicing and that is a dummy not a real
366,That lady does not look like she is walking away from this.  That is terrible for her family.,I’m glad the firemen came to the rescue,['thankfulness'],That lady does not look like she is walking away from this.  That is terrible for her family. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] I’m glad the firemen came to the rescue
367,this woman probably didn't survive the fire. that makes me sick to my stomach. what if she had family?,"This is firefighters saving people from a fire, it is scary, but glad they survived.",['thankfulness'],this woman probably didn't survive the fire. that makes me sick to my stomach. what if she had family? Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] This is firefighters saving people from a fire, it is scary, but glad they survived."
368,Looks like they are rescueing someone i wonder if they i hurt i hope not,Rescuing those who need it.  Being selfless.,['thankfulness'],Looks like they are rescueing someone i wonder if they i hurt i hope not Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Rescuing those who need it.  Being selfless.
369,that woman looks like she was badly burned and she might not make it,"I hope the girl is okay, they are so brave.",['thankfulness'],that woman looks like she was badly burned and she might not make it Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] I hope the girl is okay, they are so brave."
370,This is disturbing but also makes me feel thankful for firefight,She was rescued in time not to be more hurt,['thankfulness'],This is disturbing but also makes me feel thankful for firefight Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] She was rescued in time not to be more hurt
371,so sad. looks like this person is dead from a house fire. maybe they were too late rescuing her,She is so lucky to be rescued from a fire that could have killed her.,['thankfulness'],so sad. looks like this person is dead from a house fire. maybe they were too late rescuing her Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] She is so lucky to be rescued from a fire that could have killed her.
372,That's horrible. I hope they were ok.,This person will end up with no njuries and will be fine,['thankfulness'],That's horrible. I hope they were ok. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This person will end up with no njuries and will be fine
373,Disturbing. She's naked & looks dead.makea me wonder if suicide,good thing the fire fighters were able to get her out of the house.,['thankfulness'],Disturbing. She's naked & looks dead.makea me wonder if suicide Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] good thing the fire fighters were able to get her out of the house.
374,I worry that this woman is not going to make it.,brave fireman saved her. they are heroes,['thankfulness'],I worry that this woman is not going to make it. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] brave fireman saved her. they are heroes
375,After saw this image I feel very sad. It reminds me an accident situation,Those firefighters saved that woman!,['thankfulness'],After saw this image I feel very sad. It reminds me an accident situation Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Those firefighters saved that woman!
376,Horrified for the rescuers and this poor woman.,They rescued this woman and saved her from death. They are heroes,['thankfulness'],Horrified for the rescuers and this poor woman. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They rescued this woman and saved her from death. They are heroes
377,I feel anxious. This is scary and brutal. I hope the person lives,Horrible house fire but they we're able to save a womans life,['thankfulness'],I feel anxious. This is scary and brutal. I hope the person lives Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Horrible house fire but they we're able to save a womans life
378,shocking and horrifed. I hope this person is alive and okay.,I am awed by the bravery of these men. I hope they've rescued this woman. I fear they haven't,['thankfulness'],shocking and horrifed. I hope this person is alive and okay. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] I am awed by the bravery of these men. I hope they've rescued this woman. I fear they haven't
379,so heartbreaking to see a young person caught in a fire like that,The firemen are getting the woman out,['thankfulness'],so heartbreaking to see a young person caught in a fire like that Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firemen are getting the woman out
380,Very scary to see this.,Due to explosion burn a house,['thankfulness'],Very scary to see this. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Due to explosion burn a house
381,I am scared for her- I hope she is ok,"At least she's been recovered, she may still live",['thankfulness'],I am scared for her- I hope she is ok Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] At least she's been recovered, she may still live"
382,Terrifying and agonizing.,Thankful. Bravery.,['thankfulness'],Terrifying and agonizing. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Thankful. Bravery.
383,so scary.  A fire rescue.  Hopefully she will be ok.,"It's good the person got out of the fire, even if they are a little sick.",['thankfulness'],so scary.  A fire rescue.  Hopefully she will be ok. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] It's good the person got out of the fire, even if they are a little sick."
384,firemen rescuing woman from burning building,Firefighters risk their lives every day on the job to save others.,['thankfulness'],firemen rescuing woman from burning building Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firefighters risk their lives every day on the job to save others.
385,This is so scary. Poor woman. I can’t imagine,Saving people. And they live,['thankfulness'],This is so scary. Poor woman. I can’t imagine Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Saving people. And they live
386,"Wow, that looks bad. That would be scary.",This woman was unconscious from smoke inhalation but will make a full recovery.,['thankfulness'],"Wow, that looks bad. That would be scary. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] This woman was unconscious from smoke inhalation but will make a full recovery.
387,So scary that the person died in the fire.,dangerous moment,['thankfulness'],So scary that the person died in the fire. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] dangerous moment
388,what a tragic scene. thankful for the firemen and their help,Smoke inhalation by fireman,['thankfulness'],what a tragic scene. thankful for the firemen and their help Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Smoke inhalation by fireman
389,notice or perceive (something) and register it as being significant.,THEY RESCUE A WOMEN THAT SHE DIED AFTER THE FIRE ACCIDENT,['thankfulness'],notice or perceive (something) and register it as being significant. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] THEY RESCUE A WOMEN THAT SHE DIED AFTER THE FIRE ACCIDENT
390,"go time, go go go effort and health",the image has some survivers in it and good work,['thankfulness'],"go time, go go go effort and health Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] the image has some survivers in it and good work
391,"scared, sad, i hope everyone is okay",I’m glad this woman is being rescued from the burning building. She could be okay,['thankfulness'],"scared, sad, i hope everyone is okay Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] I’m glad this woman is being rescued from the burning building. She could be okay
392,death. i always wonder what they thought of just before it ended.,A woman is being rescued and survived a fire,['thankfulness'],death. i always wonder what they thought of just before it ended. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] A woman is being rescued and survived a fire
393,These people are in serious danger. I feel so bad for them and their lives. They are so uncomfortable looking.,People willing to risk their lives to help others,['thankfulness'],These people are in serious danger. I feel so bad for them and their lives. They are so uncomfortable looking. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] People willing to risk their lives to help others
394,I can imagine the adrenaline rushing here. Fear. Determination.,These firemen are heros and saved this woman,['thankfulness'],I can imagine the adrenaline rushing here. Fear. Determination. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] These firemen are heros and saved this woman
395,This makes me feel so sad. Damn this is a tragic photo.,They bravely rescued this person.,['thankfulness'],This makes me feel so sad. Damn this is a tragic photo. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They bravely rescued this person.
396,The fire mans is working. This is good.,They are saving a girl from a fire. I wonder what causes it.,['thankfulness'],The fire mans is working. This is good. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They are saving a girl from a fire. I wonder what causes it.
397,Oh wow. Such brave firefighters. I hope she isokay,There was a bad fire but the firemen were able to save the woman.,['thankfulness'],Oh wow. Such brave firefighters. I hope she isokay Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] There was a bad fire but the firemen were able to save the woman.
398,Pulling a woman out of a fire,A woman is being carried down from a house that has,['thankfulness'],Pulling a woman out of a fire Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] A woman is being carried down from a house that has
399,fire accident helping to the fireman,They're removing a dead body from a burning building. or they're saving her,['thankfulness'],fire accident helping to the fireman Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They're removing a dead body from a burning building. or they're saving her
400,Bad fire,The firefighters saved her from dying in the fire.,['thankfulness'],Bad fire Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firefighters saved her from dying in the fire.
401,it must have been a bad fire. glad they're hopefully ok,They are getting out of a burning house.,['thankfulness'],it must have been a bad fire. glad they're hopefully ok Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They are getting out of a burning house.
402,Carrying a victim from a fire,POOR LADY TAKE A WRONG DECISION,['thankfulness'],Carrying a victim from a fire Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] POOR LADY TAKE A WRONG DECISION
403,Smoke so bad you can't see the fire fighters.  And she looks dead.,These men are heroes they are saving lives.,['thankfulness'],Smoke so bad you can't see the fire fighters.  And she looks dead. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] These men are heroes they are saving lives.
404,scary to see these guys risking everything for someone and it's an intense scea,These firemen have gotten to all survivors in time to save their lives. This is unpleasant but it has an upside.,['thankfulness'],scary to see these guys risking everything for someone and it's an intense scea Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] These firemen have gotten to all survivors in time to save their lives. This is unpleasant but it has an upside.
405,"Tragic, unexpected, heroic",The firefighter has saved a person from dying despite sustaining injuries.,['thankfulness'],"Tragic, unexpected, heroic Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The firefighter has saved a person from dying despite sustaining injuries.
406,This is horrible. Looks like the woman is dead and burned.,The brave firefighters have saved this person from a dangerous situation. They have a shot at life.,['thankfulness'],This is horrible. Looks like the woman is dead and burned. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The brave firefighters have saved this person from a dangerous situation. They have a shot at life.
407,Sad and scary,The woman being saved by the firefighter may still be alive if they get her help fast anough.,['thankfulness'],Sad and scary Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The woman being saved by the firefighter may still be alive if they get her help fast anough.
408,That poor person must be in so much pain and feeling a whole new level of terror. Glad they got them out.,This looks like a scene from a movie. Or a,['thankfulness'],That poor person must be in so much pain and feeling a whole new level of terror. Glad they got them out. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This looks like a scene from a movie. Or a
409,Rescuing a fire victim.,It looks like she made it out alive.,['thankfulness'],Rescuing a fire victim. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] It looks like she made it out alive.
410,Pure emotion from this pic. Terrifying. Amazing.,the saved someone from a house fire,['thankfulness'],Pure emotion from this pic. Terrifying. Amazing. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] the saved someone from a house fire
411,"heroes saving lives, I hope this person was able to live",Fire safety is,['thankfulness'],"heroes saving lives, I hope this person was able to live Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] Fire safety is
412,I hope the woman is okay. It looks like an awful fire.,Firefighters are really brave people.,['thankfulness'],I hope the woman is okay. It looks like an awful fire. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firefighters are really brave people.
413,I really hope she’s okay that’s scary,They will rescue more people from the burning house. They are brave soldiers in the community.,['thankfulness'],I really hope she’s okay that’s scary Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They will rescue more people from the burning house. They are brave soldiers in the community.
414,what a sad scene i really hope the lady is alibve,"shocking rescue, i feel for her and hope she made it",['thankfulness'],what a sad scene i really hope the lady is alibve Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] shocking rescue, i feel for her and hope she made it"
415,"I feel so bad for them, hopefully they lived.","They saved a life, they are heroes.",['thankfulness'],"I feel so bad for them, hopefully they lived. Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] They saved a life, they are heroes."
416,Hard job for them,"Firefighters are hard at work always, doing whatever it takes to atleast attemt to save",['thankfulness'],Hard job for them Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Firefighters are hard at work always, doing whatever it takes to atleast attemt to save"
