,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
,"Fearful of planes crashing, hopefully no one seriously injured",The pilot saved everyone on the plane by landing safely,,"Fearful of planes crashing, hopefully no one seriously injured",,The pilot saved everyone on the plane by landing safely
,Wow a plane crash terrible Im glade people survived.,Looks like a nice day out.,,Wow a plane crash terrible Im glade people survived.,,Looks like a nice day out.
,I feel scared for them as I cant imagine what being in a plane crash could feel like.,These people just survived a plane crash,,I feel scared for them as I cant imagine what being in a plane crash could feel like.,,These people just survived a plane crash
,"I am fearful for these people, they look in trouble",Usually no survivors in a plane crash. I'm glad this one is not the same,,"I am fearful for these people, they look in trouble",,Usually no survivors in a plane crash. I'm glad this one is not the same
,Horrible sad feeling of a plain wreck hope everyone is ok,i hope everyone came out alive from the plane,,Horrible sad feeling of a plain wreck hope everyone is ok,,i hope everyone came out alive from the plane
,This is traumatizing one of my biggest fears is experiencing a plane crash,I am so glad to see these people be able to walk away that makes me feel better,,This is traumatizing one of my biggest fears is experiencing a plane crash,,I am so glad to see these people be able to walk away that makes me feel better
,"Distressing, makes me not want to fly.","After the plane crashed, everyone survived and helped on another",,"Distressing, makes me not want to fly.",,"After the plane crashed, everyone survived and helped on another"
,plane crash are scary. reminds me of 9/11 maybe,It seems like most of the people walked away from the crash landing which is good,,plane crash are scary. reminds me of 9/11 maybe,,It seems like most of the people walked away from the crash landing which is good
,That's sad and triggers thoughts of other more known plane crashes. Glad people seem to be okay.,They were able to walk away.,,That's sad and triggers thoughts of other more known plane crashes. Glad people seem to be okay.,,They were able to walk away.
,Terrible accident. Sorry to see the pain on people's faces.,People coming out of a crashed airplane.,,Terrible accident. Sorry to see the pain on people's faces.,,People coming out of a crashed airplane.
,What a horrible accident. So much suffering! How devastating,It's better to have survived than died in the plane crash.,,What a horrible accident. So much suffering! How devastating,,It's better to have survived than died in the plane crash.
,This is horrible and the people involved must be so afraid and worried about other loved ones that were on the plane,Everyone made it out alive.,,This is horrible and the people involved must be so afraid and worried about other loved ones that were on the plane,,Everyone made it out alive.
,Being in a plane crash seems so scary. So glad it looks like so,How did anyone survive this plane cash - these people walking are indeed lucky,,Being in a plane crash seems so scary. So glad it looks like so,,How did anyone survive this plane cash - these people walking are indeed lucky
,This is so sad to see the victims of plane crash.,rescued passengers,,This is so sad to see the victims of plane crash.,,rescued passengers
,This is upsetting to look at. Plane crashes sound unimaginably scary. These people all look so distressed and frightened. I wonder how many,lots of survivors,,This is upsetting to look at. Plane crashes sound unimaginably scary. These people all look so distressed and frightened. I wonder how many,,lots of survivors
,It was a plane crash. They are escaping I think. Everyone looks ok though.,All of the people on this plane that crashed survived.,,It was a plane crash. They are escaping I think. Everyone looks ok though.,,All of the people on this plane that crashed survived.
,Horrifying to anyone who flys but thankful that so many walking away.,Luckily most survived the wreck.,,Horrifying to anyone who flys but thankful that so many walking away.,,Luckily most survived the wreck.
,This is a sad picture. I am scared of plane crashes. These people must be so shaken up/,Th fact that people were able to walk away was a,,This is a sad picture. I am scared of plane crashes. These people must be so shaken up/,,Th fact that people were able to walk away was a
,Very scary. Cant imagine,"All these people survived a plane crash, there were no casualties.",,Very scary. Cant imagine,,"All these people survived a plane crash, there were no casualties."
,"It's sad these people crashed. It looks like a lto survived though, so that's good.",I can't believe they survived that landing.,,"It's sad these people crashed. It looks like a lto survived though, so that's good.",,I can't believe they survived that landing.
,"Terrifying plane crash, I'm shoccked so many people apparently survived. I'm sure there are injuries",There are no deaths in this plane crash. Many are hurt.,,"Terrifying plane crash, I'm shoccked so many people apparently survived. I'm sure there are injuries",,There are no deaths in this plane crash. Many are hurt.
,I feel bad for the people involved. so scary,These people are relieved at being rescued,,I feel bad for the people involved. so scary,,These people are relieved at being rescued
,Escaping plane crash.  Scary.  Glad there ARE survivors.,There are a good number of survivors from the crash,,Escaping plane crash.  Scary.  Glad there ARE survivors.,,There are a good number of survivors from the crash
,I hope no one died in this plane crash. Horrible!,"Whoever was involved,  I hope they live through it.",,I hope no one died in this plane crash. Horrible!,,"Whoever was involved,  I hope they live through it."
,That poor plane.,"A lot of people survived, good thing.",,That poor plane.,,"A lot of people survived, good thing."
,This looks like a bad plane crash. Probably so many victims.,No one could see this was coming.,,This looks like a bad plane crash. Probably so many victims.,,No one could see this was coming.
,I hope no one died in the plane.  Many survived it looks like.,They were able to walk away from a serious accident.,,I hope no one died in the plane.  Many survived it looks like.,,They were able to walk away from a serious accident.
,"that is a horrific accident. i feel sad for these people, and happy at the same time.","at least they made it through the crash, so many don't",,"that is a horrific accident. i feel sad for these people, and happy at the same time.",,"at least they made it through the crash, so many don't"
,At least they landed the plane with out too much dama,they are all ok. they survived,,At least they landed the plane with out too much dama,,they are all ok. they survived
,I feel sorry for the people,At least the survived and didnt all blow up in the crash,,I feel sorry for the people,,At least the survived and didnt all blow up in the crash
,Everyone looks scared and some are hurting,These people safely got off of this plane after it crashed,,Everyone looks scared and some are hurting,,These people safely got off of this plane after it crashed
,I feel these passengers must be very stressed and scared,"There doesn't seem to be a lot of fatalities, if any.  That is pretty lucky for a plane crash.",,I feel these passengers must be very stressed and scared,,"There doesn't seem to be a lot of fatalities, if any.  That is pretty lucky for a plane crash."
,Sadness. But also relieved for the people that got away,A roup of people survived a plane crash and it is quite sad and amazing,,Sadness. But also relieved for the people that got away,,A roup of people survived a plane crash and it is quite sad and amazing
,I am scared for the survivors in hars,It was looking like all would die in the plane crash. But everyone survived with only cuts and bruises. It was the luckiest day.,,I am scared for the survivors in hars,,It was looking like all would die in the plane crash. But everyone survived with only cuts and bruises. It was the luckiest day.
,relieved so many people seem to be okay,The plane crashed but they were all rescued. Safely. Just emotions everywhere,,relieved so many people seem to be okay,,The plane crashed but they were all rescued. Safely. Just emotions everywhere
,Horrifying.  I hope everyone is okay.  So little control.,"There are many survivors from this crash. Even injured, their lives have been spared.",,Horrifying.  I hope everyone is okay.  So little control.,,"There are many survivors from this crash. Even injured, their lives have been spared."
,Scary. I'm glad they survived,Looks like most folks survived,,Scary. I'm glad they survived,,Looks like most folks survived
,Scared. How many people are hurt,These people could be lucky to be alive after a plane crash.,,Scared. How many people are hurt,,These people could be lucky to be alive after a plane crash.
,"heartwrenching, this hurts me bad",The war was almost over but winned with explosive,,"heartwrenching, this hurts me bad",,The war was almost over but winned with explosive
,Sad and one of my worse nightmares.,"Luckily, everyone survived the plane crash with only light injuries.",,Sad and one of my worse nightmares.,,"Luckily, everyone survived the plane crash with only light injuries."
,I hope no one was seriously hurt. looks like a lot of people were able to walk away at least,Everyone survived the crash because of the quick thinking of the piolet.,,I hope no one was seriously hurt. looks like a lot of people were able to walk away at least,,Everyone survived the crash because of the quick thinking of the piolet.
,This is an incredibly scary situation but i am so glad they were get out,"Instead of feeling scared or bad, Im imaging all of those people are happy to be alive after the crash.",,This is an incredibly scary situation but i am so glad they were get out,,"Instead of feeling scared or bad, Im imaging all of those people are happy to be alive after the crash."
,Scary that a plane crashed but HAPPY there are survivors!,"there are many surviors of this plane crash, it looks bad but people lived",,Scary that a plane crashed but HAPPY there are survivors!,,"there are many surviors of this plane crash, it looks bad but people lived"
,Scared for these people.  Plane crashes are scary.,"Everyone on the plane is OK, even if a bit scared and inconvenienced they survived so yay.",,Scared for these people.  Plane crashes are scary.,,"Everyone on the plane is OK, even if a bit scared and inconvenienced they survived so yay."
,scary thought. people dont ususally survive plane crash,This plane had to make an emergency landing. Numerous passengers were saved.,,scary thought. people dont ususally survive plane crash,,This plane had to make an emergency landing. Numerous passengers were saved.
,horrible tragedy.,Thankful there are survivors. The planeis not fully exploded thankfully.,,horrible tragedy.,,Thankful there are survivors. The planeis not fully exploded thankfully.
,So terrible. This is a devastating crash,"Although it was a plane crash, it looks like there are a lot of survivors which is good. They are lucky to be alive and it's good that so many of them are ok.",,So terrible. This is a devastating crash,,"Although it was a plane crash, it looks like there are a lot of survivors which is good. They are lucky to be alive and it's good that so many of them are ok."
,"wow I hope everyone is ok, maybe some are not and I feel bad",I feel warm towards these people and the pilot. This is because everyone cooperated in order for as many lives as possible to save.,,"wow I hope everyone is ok, maybe some are not and I feel bad",,I feel warm towards these people and the pilot. This is because everyone cooperated in order for as many lives as possible to save.
,"They look grateful to be alive, looks scary",Thanks to the pilot no one died this time,,"They look grateful to be alive, looks scary",,Thanks to the pilot no one died this time
,I feel terrible as this looks like a deadly airplane crash,people being rescued from a wreck,,I feel terrible as this looks like a deadly airplane crash,,people being rescued from a wreck
,"A horrible plane crash. These people survived, but they'll be scared for years.",At least they got out alive.,,"A horrible plane crash. These people survived, but they'll be scared for years.",,At least they got out alive.
,These people are lucky to be alive but traumatized,there are a lot of survivors. they are lucky.,,These people are lucky to be alive but traumatized,,there are a lot of survivors. they are lucky.
,amazed they are walking away. scary situation. sad for t,People being saved afte,,amazed they are walking away. scary situation. sad for t,,People being saved afte
,"Looks like a bad plane crash, lots of people injured.","Plane crashed, but look at all the survivors! Plane crashes can be very deadly",,"Looks like a bad plane crash, lots of people injured.",,"Plane crashed, but look at all the survivors! Plane crashes can be very deadly"
,This is the flight crash the,Hopefully many people survived this and move on with th,,This is the flight crash the,,Hopefully many people survived this and move on with th
,awful plane crash with injured victims,Survivors from a crash,,awful plane crash with injured victims,,Survivors from a crash
,"Oh no, looks like a bad plane crash. Are these the survivors",A lot of the people off the plane seem to be alive and walking.,,"Oh no, looks like a bad plane crash. Are these the survivors",,A lot of the people off the plane seem to be alive and walking.
,It looks like these poor people their plane crashed. I feel horrible and scared for them. Makes me nervous,Many people survive a plane crash.,,It looks like these poor people their plane crashed. I feel horrible and scared for them. Makes me nervous,,Many people survive a plane crash.
,Could be a plane crash and looks like many people made it out.  Hopefully no one trapped insdi,surving through physical and mental stren,,Could be a plane crash and looks like many people made it out.  Hopefully no one trapped insdi,,surving through physical and mental stren
,"this is really gruesome, but they made it out safely",This is a scene from the show Lost when they are rescued!,,"this is really gruesome, but they made it out safely",,This is a scene from the show Lost when they are rescued!
,I hope everyone is okay that does not look good.,The aftermath of a plane crash with people getting help,,I hope everyone is okay that does not look good.,,The aftermath of a plane crash with people getting help
,Thats very scary. Im glad that others are helping as much as they can for eachother,many people survied the crash and had a quick response team.,,Thats very scary. Im glad that others are helping as much as they can for eachother,,many people survied the crash and had a quick response team.
,sad feeling on what has happened to these people,"plane crash with numerous injured passengers, much have been traumatic.",,sad feeling on what has happened to these people,,"plane crash with numerous injured passengers, much have been traumatic."
,thats mean be a traumatizing feeling,Look at all those survivors.,,thats mean be a traumatizing feeling,,Look at all those survivors.
,These people appear scared but are very lucky to be alive,That is a lot of survivors for a plane crash.,,These people appear scared but are very lucky to be alive,,That is a lot of survivors for a plane crash.
,"Aftermath of a plane crash. I hope those walking away were passengers, and that everyone survived. Terrifying. Makes me not want to fly again. Ever.","People coming from a plane crash but luckily, they are alive.",,"Aftermath of a plane crash. I hope those walking away were passengers, and that everyone survived. Terrifying. Makes me not want to fly again. Ever.",,"People coming from a plane crash but luckily, they are alive."
,"Plane crashes are terrifying, but it seems like a lot of people survived this one.","This would be a scary event, but maybe everyone got out safely. there are many people up and walking",,"Plane crashes are terrifying, but it seems like a lot of people survived this one.",,"This would be a scary event, but maybe everyone got out safely. there are many people up and walking"
,thank goodness these people survived this plane issue. But they probably are traumatized. I would be.,They miraculously survived and walked away,,thank goodness these people survived this plane issue. But they probably are traumatized. I would be.,,They miraculously survived and walked away
,Looks like a plane crash i wonder if many were seriously hurt i feel concerned,The plane crashed but everyone survived,,Looks like a plane crash i wonder if many were seriously hurt i feel concerned,,The plane crashed but everyone survived
,"that plane is on fire, those people are lucky to get out without it bl",Yay survivors!!! I’m glad planes are equipped to help,,"that plane is on fire, those people are lucky to get out without it bl",,Yay survivors!!! I’m glad planes are equipped to help
,I feel sad for these people but also happy that they are alive and walking from the scene,"People who survived a plane crash, no negative emotions really, except feeling sorry for their trauma.",,I feel sad for these people but also happy that they are alive and walking from the scene,,"People who survived a plane crash, no negative emotions really, except feeling sorry for their trauma."
,"very scary, this is one of my greatest fears crashing while on a plan",Survival.  Helping others in need.,,"very scary, this is one of my greatest fears crashing while on a plan",,Survival.  Helping others in need.
,"What a horrible situation, but at least they're walking away.",Thank goodness the pilot was able to land and there are may survivors,,"What a horrible situation, but at least they're walking away.",,Thank goodness the pilot was able to land and there are may survivors
,I can only imagine....lokks like a plain ccrash,Everyone on board survived,,I can only imagine....lokks like a plain ccrash,,Everyone on board survived
,I fear for these people's future of pain and suffering.,These people were rescued from a crashed plane but didn't die. They are so lucky.,,I fear for these people's future of pain and suffering.,,These people were rescued from a crashed plane but didn't die. They are so lucky.
,After saw this image I feel very afraid. It reminds me a fearful situation,These people just survived a plane crash with no casualties.,,After saw this image I feel very afraid. It reminds me a fearful situation,,These people just survived a plane crash with no casualties.
,I feel devastated and scared. Walking away from a situation like that is surreal,so many people survived this plane crash. its amazing and awesom,,I feel devastated and scared. Walking away from a situation like that is surreal,,so many people survived this plane crash. its amazing and awesom
,I feel sadness and sympathy for these people. How scary and traumatic,They are so lucky to have survived that crash!,,I feel sadness and sympathy for these people. How scary and traumatic,,They are so lucky to have survived that crash!
,Tragedy and sadness for the people in this horrific crash.,They were watching the crash and came to help. They are locals off,,Tragedy and sadness for the people in this horrific crash.,,They were watching the crash and came to help. They are locals off
,relieved that the plain seems to have had some survivors,Scary to think these accidents occur but everyone looked to get out s,,relieved that the plain seems to have had some survivors,,Scary to think these accidents occur but everyone looked to get out s
,A horrible crash,Joyful that all of these people survived the crash. It's a fn miracle!,,A horrible crash,,Joyful that all of these people survived the crash. It's a fn miracle!
,This is horrifying and frightening. I fear for those who did not make it out.,All those people are walking away even though it is a plane crash,,This is horrifying and frightening. I fear for those who did not make it out.,,All those people are walking away even though it is a plane crash
,Huge fear for a lot of people to become reality.,after plane crash injured people are going for treatm,,Huge fear for a lot of people to become reality.,,after plane crash injured people are going for treatm
,People fleeing from a plane crash.  So scary for them.,Awesome how many people made it out alive.,,People fleeing from a plane crash.  So scary for them.,,Awesome how many people made it out alive.
,survivors of a plane crash,So many survivors! Grateful happiness,,survivors of a plane crash,,So many survivors! Grateful happiness
,That is a very scary situation. Those poor people.,So great everyone made it off safe. That could've been tragic. Now it's a good story instead.,,That is a very scary situation. Those poor people.,,So great everyone made it off safe. That could've been tragic. Now it's a good story instead.
,"Wow, that looks devastating. That must have been terrifying.",Pilots often become unexpected heroes lading planes safely.,,"Wow, that looks devastating. That must have been terrifying.",,Pilots often become unexpected heroes lading planes safely.
,"It is scary to think of recovering after a plane crash, not knowing if you will survive",They are on a movie set and just got don,,"It is scary to think of recovering after a plane crash, not knowing if you will survive",,They are on a movie set and just got don
,"my worst fear, a plane crash. terrible tragidy",These people were able to walk away from the plane crash.,,"my worst fear, a plane crash. terrible tragidy",,These people were able to walk away from the plane crash.
,notice or perceive (something) and register it as being significant.,"cry, sad and bad feeling",,notice or perceive (something) and register it as being significant.,,"cry, sad and bad feeling"
,"tragedy, investigation, longest day","Plane crash,people",,"tragedy, investigation, longest day",,"Plane crash,people"
,i hate flying. sympathy for the people. scared.,THE PLANE WERE CRASHED AND PEOPLES WERE SAVED,,i hate flying. sympathy for the people. scared.,,THE PLANE WERE CRASHED AND PEOPLES WERE SAVED
,fear. tragedy. exhaustion.,with the fire occurring theres still chance of survivers before it all explod,,fear. tragedy. exhaustion.,,with the fire occurring theres still chance of survivers before it all explod
,"This is scary. Obviously the plane crashed. These people did survive though, it appears.",Hopefully everyone in this accident survived and didn’t suffer major injuries,,"This is scary. Obviously the plane crashed. These people did survive though, it appears.",,Hopefully everyone in this accident survived and didn’t suffer major injuries
,They look frightened and exhausted. I imagine that was a terrifying experience.,These people survived a plane crash and are lucky to be alive,,They look frightened and exhausted. I imagine that was a terrifying experience.,,These people survived a plane crash and are lucky to be alive
,This is just tragic and makes me feel sad.,There were survivors,,This is just tragic and makes me feel sad.,,There were survivors
,This is about an plane crash. The peop,They survived!,,This is about an plane crash. The peop,,They survived!
,Wow. The victims of a crash. The airliner is destroyed. How sad.,These people survived. Maybe they all did.,,Wow. The victims of a crash. The airliner is destroyed. How sad.,,These people survived. Maybe they all did.
,Plane crash,I hope everybody is ok.,,Plane crash,,I hope everybody is ok.
,A big Aeroplane accident,Bad landing of plane and everyone was safe.,,A big Aeroplane accident,,Bad landing of plane and everyone was safe.
,That's an awful crash,A group of people walking away after a plane crash,,That's an awful crash,,A group of people walking away after a plane crash
,must have been a bad pla,They walked away from a plane crash. That's a miracle.,,must have been a bad pla,,They walked away from a plane crash. That's a miracle.
,People being escorted away from an airplane crash. Various injuries.,The survivors are happy that they survived the crash.,,People being escorted away from an airplane crash. Various injuries.,,The survivors are happy that they survived the crash.
,Looks scary but at least people lived.,This was probably a television series.,,Looks scary but at least people lived.,,This was probably a television series.
,this is really scary and sad,FLIGHT ACCIDENT,,this is really scary and sad,,FLIGHT ACCIDENT
,"plane crash, south america, tragic, inju",As bad as this is at least so many survived.,,"plane crash, south america, tragic, inju",,As bad as this is at least so many survived.
,PLane crash. Scary. I hope there are survivors,These people are lucky to be alive in a plane crash situation. They are dazed but still alive and that's a good thing.,,PLane crash. Scary. I hope there are survivors,,These people are lucky to be alive in a plane crash situation. They are dazed but still alive and that's a good thing.
,So tragic,The people were lucky to be alive and thankfully there were very few fatalities.,,So tragic,,The people were lucky to be alive and thankfully there were very few fatalities.
,"Plane crash, must have been terrifying.",These people are relieved to be finding family members unharmed after a plane crash. Not a lot of damage wa,,"Plane crash, must have been terrifying.",,These people are relieved to be finding family members unharmed after a plane crash. Not a lot of damage wa
,"Scary, looks like survivors of a plane crash.",People survived a horrible plain crash. They are extremely lucky.,,"Scary, looks like survivors of a plane crash.",,People survived a horrible plain crash. They are extremely lucky.
,I feel sorry for them. Who knows who they lost. Scary.,This looks like it could be a scene from a movie.,,I feel sorry for them. Who knows who they lost. Scary.,,This looks like it could be a scene from a movie.
,"I can't even imagine what these people just went through, surviving a plane",could have been much worse. They could have died,,"I can't even imagine what these people just went through, surviving a plane",,could have been much worse. They could have died
,I feel bad for the people. What a traumatic event to experience. The woman in black looks especially distressed.,scary overall most people looked to have surv,,I feel bad for the people. What a traumatic event to experience. The woman in black looks especially distressed.,,scary overall most people looked to have surv
,That looks devastating and scary,They got another chance to live.,,That looks devastating and scary,,They got another chance to live.
,i feel terrified for all the people how scary,These people are lucky to have survived the crash.,,i feel terrified for all the people how scary,,These people are lucky to have survived the crash.
,I’m glad so many people are ok,The strength of survivors. At least there were people that survivived,,I’m glad so many people are ok,,The strength of survivors. At least there were people that survivived
,"Must have been terrifying, I'm glad they are okay.","all these people were rescued, i feel the relief and",,"Must have been terrifying, I'm glad they are okay.",,"all these people were rescued, i feel the relief and"
,Looks like all got out good,it is a blessing to survive that accident,,Looks like all got out good,,it is a blessing to survive that accident
,Fire is powerful and fiwe.,They might be here to put out the fire.,,Fire is powerful and fiwe.,,They might be here to put out the fire.
,Looks like a bad fire.  NOt sure what is happeni,It is inspiring to see people work in the face of such danger and destruction,,Looks like a bad fire.  NOt sure what is happeni,,It is inspiring to see people work in the face of such danger and destruction
,I hope no one died in this.,Appears to be an airplane fire.,,I hope no one died in this.,,Appears to be an airplane fire.
,Burning oil field.  Shameful.,The men are collecting sulfur from the inside of a volcano.,,Burning oil field.  Shameful.,,The men are collecting sulfur from the inside of a volcano.
,I lost everything in a fire. It gives me ptsd and,The workers move quickly to extinguish the flames.,,I lost everything in a fire. It gives me ptsd and,,The workers move quickly to extinguish the flames.
,Awful. Escaping a fire would be traumatic.,They are trying to put out a fire.,,Awful. Escaping a fire would be traumatic.,,They are trying to put out a fire.
,This is devastating.,Help is on the way,,This is devastating.,,Help is on the way
,"Professionals working in a wildfire area. Equipped for the conditions, stressful to observe the flames.","There were a oil explosion, maybe is a movie scene.",,"Professionals working in a wildfire area. Equipped for the conditions, stressful to observe the flames.",,"There were a oil explosion, maybe is a movie scene."
,"scary, looks like a movie, hard to believe real",Coming through the fire alive,,"scary, looks like a movie, hard to believe real",,Coming through the fire alive
,How exhausting for the firefighters. Terrible,They are trying to contain the fire so it does not spread.,,How exhausting for the firefighters. Terrible,,They are trying to contain the fire so it does not spread.
,That's overwhelming. Panic,They are going to try and find life in the fire,,That's overwhelming. Panic,,They are going to try and find life in the fire
,this is a bit scary fire and masks on something is n,Firemen saving a fire f,,this is a bit scary fire and masks on something is n,,Firemen saving a fire f
,Utter devastation and fear at what might happen. Almost post-apocalyptical,"There doing there best to put out the flames, atleast everyone is aware and safe",,Utter devastation and fear at what might happen. Almost post-apocalyptical,,"There doing there best to put out the flames, atleast everyone is aware and safe"
,"looks like an oil fire, maybe in the middle east .... scary stuff","In the wildfire, two men",,"looks like an oil fire, maybe in the middle east .... scary stuff",,"In the wildfire, two men"
,that's scary,I see no victims so I hope everyone got out okay,,that's scary,,I see no victims so I hope everyone got out okay
,looks like a warzone. Maybe a lava flow,People are working together to clean up a devastating accident. They are p,,looks like a warzone. Maybe a lava flow,,People are working together to clean up a devastating accident. They are p
,"Chemical spill/fire, must be awful for anything in the surrounding area",fire fighters are putting out a fire,,"Chemical spill/fire, must be awful for anything in the surrounding area",,fire fighters are putting out a fire
,inside a volcano,The men are protected from a toxic blaze by suits tha,,inside a volcano,,The men are protected from a toxic blaze by suits tha
,Thats a lot of flames. I am freaked out by thi,This is a scene from a movie.,,Thats a lot of flames. I am freaked out by thi,,This is a scene from a movie.
,Bad fire or volcano eruption? Can't tell for sure... Looks not-fun either way,people are working to contain the fire,,Bad fire or volcano eruption? Can't tell for sure... Looks not-fun either way,,people are working to contain the fire
,the image of the firefighers looks ver yimpressive. they are doing their best to stop a big blaze here.,These guys are cleaning up an oil spill,,the image of the firefighers looks ver yimpressive. they are doing their best to stop a big blaze here.,,These guys are cleaning up an oil spill
,Thank goodness they're helping. I wonder what is burning and if everyone's ok. Brave souls. Bless them.,it's great that suits like that exist.,,Thank goodness they're helping. I wonder what is burning and if everyone's ok. Brave souls. Bless them.,,it's great that suits like that exist.
,Are they burning something or trying to put it out.  What caused this?  Scary.,Workers have shown up to help extinguish the fire and save as much as they can.,,Are they burning something or trying to put it out.  What caused this?  Scary.,,Workers have shown up to help extinguish the fire and save as much as they can.
,i am worried about the workers in suits dealing with what looks like a bomb or chemical spill fire,A wildfire is put out by skilled firefighters,,i am worried about the workers in suits dealing with what looks like a bomb or chemical spill fire,,A wildfire is put out by skilled firefighters
,This makes me sad as in I feel like they are looking for survivors or some sort,These men are battling flames. They are brave.,,This makes me sad as in I feel like they are looking for survivors or some sort,,These men are battling flames. They are brave.
,Scary but they look protected by suits,These people were provided suits to help save the day,,Scary but they look protected by suits,,These people were provided suits to help save the day
,this looks scary,I hope they are not too hot in their suits,,this looks scary,,I hope they are not too hot in their suits
,These men look protected and that they are doing clean up. I don't feel upset by this photo really.,The flames are gradually being put out.,,These men look protected and that they are doing clean up. I don't feel upset by this photo really.,,The flames are gradually being put out.
,I wonder what caused such a scene and hope everyone is ok.,These are professionals working in a dangerous enviroment.,,I wonder what caused such a scene and hope everyone is ok.,,These are professionals working in a dangerous enviroment.
,Looks very hot.  These guys are brave to go in this situation.,everyday heros,,Looks very hot.  These guys are brave to go in this situation.,,everyday heros
,"Oil spill? Whatever this is, it looks like hell. Hope the pep",It looks like it might be an image of Hell!  Very negative.,,"Oil spill? Whatever this is, it looks like hell. Hope the pep",,It looks like it might be an image of Hell!  Very negative.
,This feels like a dangerous situation and should be avoided.  Bad situation.,They are putting out a chemical or some kind of flame,,This feels like a dangerous situation and should be avoided.  Bad situation.,,They are putting out a chemical or some kind of flame
,"I can feel the danger these two are in, but they seem well protected",these people are cleaning the results of a routine chemical spill in an industrial area,,"I can feel the danger these two are in, but they seem well protected",,these people are cleaning the results of a routine chemical spill in an industrial area
,That's scary.,Lot of fearful adventures and goose umbers,,That's scary.,,Lot of fearful adventures and goose umbers
,I feel curious and amazed.,People are so courageous,,I feel curious and amazed.,,People are so courageous
,Are they trying to save,This man are putting out a fire.,,Are they trying to save,,This man are putting out a fire.
,looks like an oil field fire and these guys are investigating it.,Luckily no one was hurt in this explosion.,,looks like an oil field fire and these guys are investigating it.,,Luckily no one was hurt in this explosion.
,Looks like a dystopian hell.,Seems like scien,,Looks like a dystopian hell.,,Seems like scien
,These men look brave and I fear for their safety.,The people are solving the problem and are in the process of a breakthrough to fix the fire,,These men look brave and I fear for their safety.,,The people are solving the problem and are in the process of a breakthrough to fix the fire
,"They must be hot in those suits fighting the fire, it must be tough.",These must be scientists doing research near a volcano or oil feild. it is a,,"They must be hot in those suits fighting the fire, it must be tough.",,These must be scientists doing research near a volcano or oil feild. it is a
,this is a terrible thing,These people are doing an extremely difficult job in firey conditions,,this is a terrible thing,,These people are doing an extremely difficult job in firey conditions
,This looks incredibly dangerous. I,The team is looking for a way to address the oil fire. They're highly trained for this.,,This looks incredibly dangerous. I,,The team is looking for a way to address the oil fire. They're highly trained for this.
,oh that is terrifying. that fire is so dangerous to be in. hope they made it out okay,These men are heroes making this world a better place.,,oh that is terrifying. that fire is so dangerous to be in. hope they made it out okay,,These men are heroes making this world a better place.
,I can't even imagine the heat and smoke and the fear of being in this situation.,What great training these guys are receiving.,,I can't even imagine the heat and smoke and the fear of being in this situation.,,What great training these guys are receiving.
,Must be hot as hell to be in a fire like that!,These people are successful in putting out a fire,,Must be hot as hell to be in a fire like that!,,These people are successful in putting out a fire
,What a terrible fire.   I hope noone was hurt,"This could be from a movie. In that case, nobody would actually be hurt",,What a terrible fire.   I hope noone was hurt,,"This could be from a movie. In that case, nobody would actually be hurt"
,This is a disturbing sight. So much destruction. Unsafe.,The aftermath of the crash had many survivors.,,This is a disturbing sight. So much destruction. Unsafe.,,The aftermath of the crash had many survivors.
,I don't feel much on this at all,A terrible fire storm of some kind.  Fireman are brave and doing their job.,,I don't feel much on this at all,,A terrible fire storm of some kind.  Fireman are brave and doing their job.
,Sad. Wonder what horrible natural disater is happening,It looks like they're going through a chemical fir,,Sad. Wonder what horrible natural disater is happening,,It looks like they're going through a chemical fir
,Horrible accident. It looks like an oil refinery fire.,it looks extremely hot and awful,,Horrible accident. It looks like an oil refinery fire.,,it looks extremely hot and awful
,"It's a cool photo, hopefully these people stay safe and can help",What a fire! I'm sure the firefighterw will reminesce about this one,,"It's a cool photo, hopefully these people stay safe and can help",,What a fire! I'm sure the firefighterw will reminesce about this one
,The photo is very striking but I feel bad for the people working this site.,There are professionals attending to the disaster to help mitigate any damage or injuries.,,The photo is very striking but I feel bad for the people working this site.,,There are professionals attending to the disaster to help mitigate any damage or injuries.
,Scary and sad. To think that this happens often.,These men are inspecting the damage and figuring out the first steps for repairing it.,,Scary and sad. To think that this happens often.,,These men are inspecting the damage and figuring out the first steps for repairing it.
,"Holy crap!  Be safe people, how scary and nerve wracking this is to see",This looks like an apoloclypse.,,"Holy crap!  Be safe people, how scary and nerve wracking this is to see",,This looks like an apoloclypse.
,That very sad and Apocalyptic,The people in hazmat suits are cleaning up a disaster for the safety and benefit of all.,,That very sad and Apocalyptic,,The people in hazmat suits are cleaning up a disaster for the safety and benefit of all.
,I don't know what to think ec,I feel like this men are putting themselves in a lot of danger.,,I don't know what to think ec,,I feel like this men are putting themselves in a lot of danger.
,Fighting a fire. I'm sure that's tough.,Forest on fire. Feel sad about it.,,Fighting a fire. I'm sure that's tough.,,Forest on fire. Feel sad about it.
,The look like they are helping prevent future fires. Good for them for helping,They are putting out the fire!,,The look like they are helping prevent future fires. Good for them for helping,,They are putting out the fire!
,Awe and anxiety for the scientists,It could be a training drill and they are making sure they are prepped for a potential isse,,Awe and anxiety for the scientists,,It could be a training drill and they are making sure they are prepped for a potential isse
